authorityCode,authorityName,countyID,authorityType,authorityTitle,authorityID
421066,HALIFAX,DAUPHIN,D,BOROUGH,220301
421067,HALIFAX,DAUPHIN,D,TOWNSHIP,220302
421068,HALIFAX ASD,DAUPHIN,E,SCHOOL DISTRICT,220300
421069,HALLAM,YORK,D,BOROUGH,670402
421070,HALLSTEAD,SUSQUEHANNA,D,BOROUGH,580103
421071,HAMBURG,BERKS,D,BOROUGH,60901
421072,HAMBURG ASD,BERKS,E,SCHOOL DISTRICT,60900
421073,HAMILTON BERMUDN SPR,ADAMS,D,TOWNSHIP,10102
421074,HAMILTON,FRANKLIN,D,TOWNSHIP,280104
421075,HAMILTON,MCKEAN,D,TOWNSHIP,420203
421076,HAMILTON,MONROE,D,TOWNSHIP,450402
421077,HAMILTON,TIOGA,D,TOWNSHIP,590206
421078,HAMILTONBAN,ADAMS,D,TOWNSHIP,10303
421079,HAMLIN,MCKEAN,D,TOWNSHIP,420501
421080,HAMPDEN,CUMBERLAND,D,TOWNSHIP,210401
421081,HAMPTON,ALLEGHENY,D,TOWNSHIP,710501
421082,HAMPTON TWP S D,ALLEGHENY,E,SCHOOL DISTRICT,710500
421083,HANOVER,NORTHAMPTON,D,TOWNSHIP,480205
421084,HANOVER,WASHINGTON,D,TOWNSHIP,630402
421085,HANOVER,LEHIGH,D,TOWNSHIP,390202
421086,HANOVER,YORK,D,BOROUGH,670501
421087,HANOVER,LUZERNE,D,TOWNSHIP,400402
421088,HANOVER,BEAVER,D,TOWNSHIP,41304
421089,HANOVER ASD,LUZERNE,E,SCHOOL DISTRICT,400400
421090,HANOVER PUBLIC S D,YORK,E,SCHOOL DISTRICT,670500
421091,HARBOR CREEK S D,ERIE,E,SCHOOL DISTRICT,250700
421092,HARBORCREEK,ERIE,D,TOWNSHIP,250701
421093,HARFORD,SUSQUEHANNA,D,TOWNSHIP,580504
421094,HARMAR,ALLEGHENY,D,TOWNSHIP,710102
421095,HARMONY,BEAVER,D,TOWNSHIP,40204
421096,HARMONY,FOREST,D,TOWNSHIP,270104
421097,HARMONY,SUSQUEHANNA,D,TOWNSHIP,580602
421098,HARMONY,BUTLER,D,BOROUGH,100805
421099,HARMONY ASD,CLEARFIELD,E,SCHOOL DISTRICT,170500
421100,HARRIS,CENTRE,D,TOWNSHIP,140405
421101,HARRISBURG,DAUPHIN,D,CITY,220401
421102,HARRISBURG CSD,DAUPHIN,E,SCHOOL DISTRICT,220400
421103,HARRISON,BEDFORD,D,TOWNSHIP,50105
421104,HARRISON,ALLEGHENY,D,TOWNSHIP,710603
421105,HARRISON,POTTER,D,TOWNSHIP,530404
421106,HARRISVILLE,BUTLER,D,BOROUGH,100603
421107,HARTLETON,UNION,D,BOROUGH,600202
421108,HARTLEY,UNION,D,TOWNSHIP,600203
421109,HARVEYS LAKE,LUZERNE,D,BOROUGH,400601
421110,HASTINGS,CAMBRIA,D,BOROUGH,110207
421111,HATBORO,MONTGOMERY,D,BOROUGH,460501
421112,HATBORO-HORSHAM S D,MONTGOMERY,E,SCHOOL DISTRICT,460500
421113,HATFIELD,MONTGOMERY,D,BOROUGH,461102
421114,HATFIELD,MONTGOMERY,D,TOWNSHIP,461103
421115,HAVERFORD,DELAWARE,D,TOWNSHIP,230401
421116,HAVERFORD TWP S D,DELAWARE,E,SCHOOL DISTRICT,230400
421117,HAWLEY,WAYNE,D,BOROUGH,520206
421118,HAWTHORN,CLARION,D,BOROUGH,160605
421119,HAYCOCK,BUCKS,D,TOWNSHIP,91301
421120,HAYFIELD,CRAWFORD,D,TOWNSHIP,200407
421121,HAYSVILLE,ALLEGHENY,D,BOROUGH,711105
421122,HAZLE,LUZERNE,D,TOWNSHIP,400508
421123,HAZLETON,LUZERNE,D,CITY,400509
421124,HAZLETON ASD,LUZERNE,E,SCHOOL DISTRICT,400500
421125,HEATH,JEFFERSON,D,TOWNSHIP,330206
421126,HEBRON,POTTER,D,TOWNSHIP,530204
421127,HECTOR GALETON,POTTER,D,TOWNSHIP,530303
421128,HEGINS,SCHUYLKILL,D,TOWNSHIP,541103
421129,HEIDELBERG,BERKS,D,TOWNSHIP,60401
421130,HEIDELBERG,ALLEGHENY,D,BOROUGH,730503
421131,HEIDELBERG,LEBANON,D,TOWNSHIP,380301
421132,HEIDELBERG,LEHIGH,D,TOWNSHIP,390501
421133,HEIDELBERG,YORK,D,TOWNSHIP,671201
421134,HELLAM,YORK,D,TOWNSHIP,670403
421135,HELLERTOWN,NORTHAMPTON,D,BOROUGH,480701
421136,HEMLOCK,COLUMBIA,D,TOWNSHIP,190304
421137,HEMPFIELD,MERCER,D,TOWNSHIP,430302
421138,HEMPFIELD,WESTMORELAND,D,TOWNSHIP,650703
421139,HEMPFIELD ASD,WESTMORELAND,E,SCHOOL DISTRICT,650700
421140,HEMPFIELD S D,LANCASTER,E,SCHOOL DISTRICT,360800
421141,HENDERSON,HUNTINGDON,D,TOWNSHIP,310102
421142,HENDERSON,JEFFERSON,D,TOWNSHIP,330307
421143,HENRY CLAY,FAYETTE,D,TOWNSHIP,260603
421144,HEPBURN,LYCOMING,D,TOWNSHIP,410801
421145,HEREFORD,BERKS,D,TOWNSHIP,462101
421146,HERMITAGE,MERCER,D,CITY,430501
421147,HERMITAGE S D,MERCER,E,SCHOOL DISTRICT,430500
421148,HERNDON,NORTHUMBERLAND,D,BOROUGH,490101
421149,HERRICK,SUSQUEHANNA,D,TOWNSHIP,580303
421150,HERRICK,BRADFORD,D,TOWNSHIP,80702
421151,HICKORY,FOREST,D,TOWNSHIP,270105
421152,HICKORY,LAWRENCE,D,TOWNSHIP,370201
421153,HIGHLAND,CLARION,D,TOWNSHIP,160202
421154,HIGHLAND,ELK,D,TOWNSHIP,420201
421155,HIGHLAND,ADAMS,D,TOWNSHIP,10405
421156,HIGHLAND,CHESTER,D,TOWNSHIP,361302
421157,HIGHLANDS S D,ALLEGHENY,E,SCHOOL DISTRICT,710600
421158,HIGHSPIRE,DAUPHIN,D,BOROUGH,220801
421159,HILLSGROVE,SULLIVAN,D,TOWNSHIP,570110
421160,HILLTOWN PENNRIDGE,BUCKS,D,TOWNSHIP,91104
421161,HOLLENBACK,LUZERNE,D,TOWNSHIP,190204
421162,HOLLIDAYSBURG ASD,BLAIR,E,SCHOOL DISTRICT,70400
421163,HOLLIDAYSBURG,BLAIR,D,BOROUGH,70405
421164,HOMER,POTTER,D,TOWNSHIP,530205
421165,HOMER-CENTER S D,INDIANA,E,SCHOOL DISTRICT,320200
421166,HOMER CITY,INDIANA,D,BOROUGH,320202
421167,HOMESTEAD,ALLEGHENY,D,BOROUGH,731501
421168,HOMEWOOD,BEAVER,D,BOROUGH,40404
421169,HONESDALE,WAYNE,D,BOROUGH,640107
421170,HONEY BROOK,CHESTER,D,BOROUGH,151005
421171,HONEY BROOK,CHESTER,D,TOWNSHIP,151006
421172,HOOKSTOWN,BEAVER,D,BOROUGH,41305
421173,HOOVERSVILLE,SOMERSET,D,BOROUGH,560402
421174,HOP BOTTOM,SUSQUEHANNA,D,BOROUGH,580505
421175,HOPEWELL,WASHINGTON,D,TOWNSHIP,630102
421176,HOPEWELL,BEAVER,D,TOWNSHIP,40801
421177,HOPEWELL,BEDFORD,D,BOROUGH,50402
421178,HOPEWELL,BEDFORD,D,TOWNSHIP,50403
421179,HOPEWELL,YORK,D,TOWNSHIP,670906
421180,HOPEWELL,HUNTINGDON,D,TOWNSHIP,50509
421181,HOPEWELL,CUMBERLAND,D,TOWNSHIP,210701
421182,HOPEWELL ASD,BEAVER,E,SCHOOL DISTRICT,40800
421183,HORSHAM,MONTGOMERY,D,TOWNSHIP,460502
421184,HORTON RIDGWAY,ELK,D,TOWNSHIP,240201
421185,HOUSTON,WASHINGTON,D,BOROUGH,630802
421186,HOUTZDALE,CLEARFIELD,D,BOROUGH,170605
421187,HOVEY,ARMSTRONG,D,TOWNSHIP,160101
421188,HOWARD,CENTRE,D,BOROUGH,140103
421189,HOWARD,CENTRE,D,TOWNSHIP,140104
421190,HOWE,FOREST,D,TOWNSHIP,270106
421191,HOWE,PERRY,D,TOWNSHIP,500202
421192,HUBLEY,SCHUYLKILL,D,TOWNSHIP,541104
421193,HUGHESTOWN,LUZERNE,D,BOROUGH,400804
421194,HUGHESVILLE,LYCOMING,D,BOROUGH,410102
421195,HULMEVILLE,BUCKS,D,BOROUGH,90801
421196,HUMMELSTOWN,DAUPHIN,D,BOROUGH,220503
421197,HUNKER,WESTMORELAND,D,BOROUGH,650704
421198,HUNLOCK,LUZERNE,D,TOWNSHIP,400702
421199,HUNTINGDON,HUNTINGDON,D,BOROUGH,310103
421200,HUNTINGDON ASD,HUNTINGDON,E,SCHOOL DISTRICT,310100
421201,HUNTINGTON,ADAMS,D,TOWNSHIP,10103
421202,HUNTINGTON,LUZERNE,D,TOWNSHIP,400703
421203,HUSTON,CENTRE,D,TOWNSHIP,140105
421204,HUSTON,CLEARFIELD,D,TOWNSHIP,170304
421205,HUSTON,BLAIR,D,TOWNSHIP,70502
421206,HYDE PARK,WESTMORELAND,D,BOROUGH,650906
421207,HYDETOWN,CRAWFORD,D,BOROUGH,200502
421208,HYNDMAN,BEDFORD,D,BOROUGH,50106
421209,INDEPENDENCE,WASHINGTON,D,TOWNSHIP,630103
421210,INDEPENDENCE,BEAVER,D,TOWNSHIP,40802
421211,INDIAN LAKE,SOMERSET,D,BOROUGH,560801
421212,INDIANA,INDIANA,D,BOROUGH,320302
421213,INDIANA,ALLEGHENY,D,TOWNSHIP,710404
421214,INDIANA ASD,INDIANA,E,SCHOOL DISTRICT,320300
421215,INDUSTRY,BEAVER,D,BOROUGH,41402
421216,INGRAM,ALLEGHENY,D,BOROUGH,731001
421217,INTERBORO S D,DELAWARE,E,SCHOOL DISTRICT,230500
421218,IROQUOIS S D,ERIE,E,SCHOOL DISTRICT,250800
421219,IRVONA,CLEARFIELD,D,BOROUGH,170405
421220,IRWIN,VENANGO,D,TOWNSHIP,610207
421221,IRWIN,WESTMORELAND,D,BOROUGH,651401
421222,IVYLAND,BUCKS,D,BOROUGH,90401
421223,JACKSON,COLUMBIA,D,TOWNSHIP,190104
421224,JACKSON,SUSQUEHANNA,D,TOWNSHIP,580104
421225,JACKSON,CAMBRIA,D,TOWNSHIP,110303
421226,JACKSON,LEBANON,D,TOWNSHIP,380302
421227,JACKSON,DAUPHIN,D,TOWNSHIP,220303
421228,JACKSON,HUNTINGDON,D,TOWNSHIP,310104
421229,JACKSON,NORTHUMBERLAND,D,TOWNSHIP,490102
421230,JACKSON,LUZERNE,D,TOWNSHIP,400602
421231,JACKSON,MERCER,D,TOWNSHIP,430603
421232,JACKSON,MONROE,D,TOWNSHIP,450303
421233,JACKSON,TIOGA,D,TOWNSHIP,590107
421234,JACKSON,YORK,D,TOWNSHIP,671202
421235,JACKSON,LYCOMING,D,TOWNSHIP,590202
421236,JACKSON,SNYDER,D,TOWNSHIP,550203
421237,JACKSON,BUTLER,D,TOWNSHIP,100806
421238,JACKSON,PERRY,D,TOWNSHIP,500405
421239,JACKSON,GREENE,D,TOWNSHIP,300506
421240,JACKSON,VENANGO,D,TOWNSHIP,610402
421241,JACKSON CENTER,MERCER,D,BOROUGH,430602
421242,JACKSONVILLE,INDIANA,D,BOROUGH,0
421243,JACOBUS,YORK,D,BOROUGH,670202
421244,JAMESTOWN,MERCER,D,BOROUGH,200304
421245,JAMESTOWN ASD,MERCER,E,SCHOOL DISTRICT,200300
421246,JAY,ELK,D,TOWNSHIP,240303
421247,JEANNETTE HEMPFIELD,WESTMORELAND,D,CITY,650709
421248,JEANNETTE CSD,WESTMORELAND,E,SCHOOL DISTRICT,650800
421249,JEDDO,LUZERNE,D,BOROUGH,400510
421250,JEFFERSON,WASHINGTON,D,TOWNSHIP,630403
421251,JEFFERSON,FAYETTE,D,TOWNSHIP,260401
421252,JEFFERSON,GREENE,D,BOROUGH,300302
421253,JEFFERSON,GREENE,D,TOWNSHIP,300303
421254,JEFFERSON,MERCER,D,TOWNSHIP,430704
421255,JEFFERSON,LACKAWANNA,D,TOWNSHIP,350604
421256,JEFFERSON,YORK,D,BOROUGH,671203
421257,JEFFERSON,SOMERSET,D,TOWNSHIP,560901
421258,JEFFERSON,BUTLER,D,TOWNSHIP,100702
421259,JEFFERSON,BERKS,D,TOWNSHIP,61503
421260,JEFFERSON,DAUPHIN,D,TOWNSHIP,221004
421261,JEFFERSON HILLS,ALLEGHENY,D,BOROUGH,731901
421262,JEFFERSON-MORGAN S D,GREENE,E,SCHOOL DISTRICT,300300
421263,JENKINS,LUZERNE,D,TOWNSHIP,400805
421264,JENKINTOWN,MONTGOMERY,D,BOROUGH,460601
421265,JENKINTOWN S D,MONTGOMERY,E,SCHOOL DISTRICT,460600
421266,JENKS,FOREST,D,TOWNSHIP,270107
421267,JENNER,SOMERSET,D,TOWNSHIP,560403
421268,JENNERSTOWN,SOMERSET,D,BOROUGH,560404
421269,JERMYN,LACKAWANNA,D,BOROUGH,350403
421270,JERSEY SHORE,LYCOMING,D,BOROUGH,410208
421271,JERSEY SHORE ASD,LYCOMING,E,SCHOOL DISTRICT,410200
421272,JESSUP,SUSQUEHANNA,D,TOWNSHIP,580407
421273,JESSUP,LACKAWANNA,D,BOROUGH,351003
421274,JIM THORPE,CARBON,D,BOROUGH,130101
421275,JIM THORPE ASD,CARBON,E,SCHOOL DISTRICT,130100
421276,JOHNSONBURG,ELK,D,BOROUGH,240101
421277,JOHNSONBURG ASD,ELK,E,SCHOOL DISTRICT,240100
421278,JOHNSTOWN,CAMBRIA,D,CITY,110702
421279,JONES JOHNSONBURG,ELK,D,TOWNSHIP,240102
421280,JONESTOWN,LEBANON,D,BOROUGH,380504
421281,JORDAN,LYCOMING,D,TOWNSHIP,410103
421282,JORDAN,NORTHUMBERLAND,D,TOWNSHIP,490103
421283,JORDAN,CLEARFIELD,D,TOWNSHIP,170606
421284,JUNIATA,BEDFORD,D,TOWNSHIP,50202
421285,JUNIATA,HUNTINGDON,D,TOWNSHIP,310105
421286,JUNIATA,BLAIR,D,TOWNSHIP,70406
421287,JUNIATA,PERRY,D,TOWNSHIP,500203
421288,JUNIATA COUNTY S D,JUNIATA,E,SCHOOL DISTRICT,340100
421289,JUNIATA TERRACE,MIFFLIN,D,BOROUGH,440108
421290,JUNIATA VALLEY S D,HUNTINGDON,E,SCHOOL DISTRICT,310200
421291,KANE,MCKEAN,D,BOROUGH,420204
421292,KANE ASD,MCKEAN,E,SCHOOL DISTRICT,420200
421293,KARNS CITY,BUTLER,D,BOROUGH,100309
421294,KARNS CITY ASD,BUTLER,E,SCHOOL DISTRICT,100300
421295,KARTHAUS,CLEARFIELD,D,TOWNSHIP,170803
421296,KEATING,POTTER,D,TOWNSHIP,530102
421297,KEATING,MCKEAN,D,TOWNSHIP,420502
421298,KELLY,UNION,D,TOWNSHIP,600102
421299,KENHORST,BERKS,D,BOROUGH,60803
421300,KENNEDY,ALLEGHENY,D,TOWNSHIP,731002
421301,KENNETT,CHESTER,D,TOWNSHIP,150503
421302,KENNETT CONSOLIDATED S D,CHESTER,E,SCHOOL DISTRICT,150500
421303,KENNETT SQUARE,CHESTER,D,BOROUGH,150502
421304,KEYSTONE CENTRAL S D,CLINTON,E,SCHOOL DISTRICT,180100
421305,KEYSTONE OAKS S D,ALLEGHENY,E,SCHOOL DISTRICT,730900
421306,KEYSTONE S D,CLARION,E,SCHOOL DISTRICT,160400
421307,KIDDER JIM THORPE,CARBON,D,TOWNSHIP,130102
421308,KILBUCK,ALLEGHENY,D,TOWNSHIP,710204
421309,KIMMEL,BEDFORD,D,TOWNSHIP,70301
421310,KING,BEDFORD,D,TOWNSHIP,50203
421311,KINGSLEY,FOREST,D,TOWNSHIP,270108
421312,KINGSTON,LUZERNE,D,TOWNSHIP,400204
421313,KINGSTON,LUZERNE,D,BOROUGH,401104
421314,KISKI ASD,WESTMORELAND,E,SCHOOL DISTRICT,650900
421315,KISKIMINETAS,ARMSTRONG,D,TOWNSHIP,30102
421316,KISTLER,MIFFLIN,D,BOROUGH,310306
421317,KITTANNING,ARMSTRONG,D,BOROUGH,30213
421318,KITTANNING,ARMSTRONG,D,TOWNSHIP,30214
421319,KLINE,SCHUYLKILL,D,TOWNSHIP,400514
421320,KNOX,JEFFERSON,D,TOWNSHIP,330207
421321,KNOX,CLEARFIELD,D,TOWNSHIP,170106
421322,KNOX,CLARION,D,BOROUGH,160405
421323,KNOX,CLARION,D,TOWNSHIP,160502
421324,KNOXVILLE,TIOGA,D,BOROUGH,590108
421325,KOPPEL,BEAVER,D,BOROUGH,40405
421326,KULPMONT,NORTHUMBERLAND,D,BOROUGH,490302
421327,KUTZTOWN,BERKS,D,BOROUGH,61003
421328,KUTZTOWN ASD,BERKS,E,SCHOOL DISTRICT,61000
421329,LACEYVILLE,WYOMING,D,BOROUGH,80712
421330,LACK,JUNIATA,D,TOWNSHIP,340105
421331,LACKAWANNA TRAIL S D,WYOMING,E,SCHOOL DISTRICT,660100
421332,LACKAWANNOCK,MERCER,D,TOWNSHIP,431101
421333,LACKAWAXEN,PIKE,D,TOWNSHIP,520203
421334,LAFAYETTE,MCKEAN,D,TOWNSHIP,420105
421335,LAFLIN,LUZERNE,D,BOROUGH,400904
421336,LAKE,LUZERNE,D,TOWNSHIP,400603
421337,LAKE,MERCER,D,TOWNSHIP,430604
421338,LAKE,WAYNE,D,TOWNSHIP,640203
421339,LAKE CITY,ERIE,D,BOROUGH,250603
421340,LAKE-LEHMAN S D,LUZERNE,E,SCHOOL DISTRICT,400600
421341,LAKELAND S D,LACKAWANNA,E,SCHOOL DISTRICT,350400
421342,LAKEVIEW S D,MERCER,E,SCHOOL DISTRICT,430600
421343,LAMAR,CLINTON,D,TOWNSHIP,180116
421344,LAMPETER-STRASBURG S D,LANCASTER,E,SCHOOL DISTRICT,360900
421345,LANCASTER,LANCASTER,D,CITY,361001
421346,LANCASTER,LANCASTER,D,TOWNSHIP,361002
421347,LANCASTER,BUTLER,D,TOWNSHIP,100807
421348,LANCASTER S D,LANCASTER,E,SCHOOL DISTRICT,361000
421349,LANDINGVILLE,SCHUYLKILL,D,BOROUGH,540901
421350,LANDISBURG,PERRY,D,BOROUGH,500406
421351,LANESBORO,SUSQUEHANNA,D,BOROUGH,580603
421352,LANGHORNE,BUCKS,D,BOROUGH,90802
421353,LANGHORNE MANOR,BUCKS,D,BOROUGH,90803
421354,LANSDALE,MONTGOMERY,D,BOROUGH,461104
421355,LANSDOWNE,DELAWARE,D,BOROUGH,231505
421356,LANSFORD,CARBON,D,BOROUGH,130401
421357,LAPLUME,LACKAWANNA,D,TOWNSHIP,660103
421358,LAPORTE,SULLIVAN,D,BOROUGH,570111
421359,LAPORTE,SULLIVAN,D,TOWNSHIP,570112
421360,LARIMER,SOMERSET,D,TOWNSHIP,560304
421361,LARKSVILLE,LUZERNE,D,BOROUGH,401105
421362,LATHROP,SUSQUEHANNA,D,TOWNSHIP,580506
421363,LATIMORE,ADAMS,D,TOWNSHIP,10104
421364,LATROBE,WESTMORELAND,D,BOROUGH,650501
421365,LAUREL HIGHLANDS S D,FAYETTE,E,SCHOOL DISTRICT,260500
421366,LAUREL MOUNTAIN,WESTMORELAND,D,BOROUGH,651004
421367,LAUREL RUN,LUZERNE,D,BOROUGH,400905
421368,LAUREL S D,LAWRENCE,E,SCHOOL DISTRICT,370200
421369,LAURELDALE,BERKS,D,BOROUGH,61101
421370,LAUSANNE,CARBON,D,TOWNSHIP,130503
421371,LAWRENCE,CLEARFIELD,D,TOWNSHIP,170107
421372,LAWRENCE,TIOGA,D,TOWNSHIP,590109
421373,LAWRENCE PARK,ERIE,D,TOWNSHIP,250801
421374,LAWRENCEVILLE,TIOGA,D,BOROUGH,590110
421375,LE BOEUF,ERIE,D,TOWNSHIP,250401
421376,LEACOCK,LANCASTER,D,TOWNSHIP,361501
421377,LEBANON,LEBANON,D,CITY,380401
421378,LEBANON,WAYNE,D,TOWNSHIP,640108
421379,LEBANON S D,LEBANON,E,SCHOOL DISTRICT,380400
421380,LEECHBURG,ARMSTRONG,D,BOROUGH,30302
421381,LEECHBURG ASD,ARMSTRONG,E,SCHOOL DISTRICT,30300
421382,LEESPORT,BERKS,D,BOROUGH,61404
421383,LEET,ALLEGHENY,D,TOWNSHIP,711106
421384,LEETSDALE,ALLEGHENY,D,BOROUGH,711107
421385,LEHIGH,NORTHAMPTON,D,TOWNSHIP,480505
421386,LEHIGH,LACKAWANNA,D,TOWNSHIP,0
421387,LEHIGH,WAYNE,D,TOWNSHIP,350610
421388,LEHIGH,CARBON,D,TOWNSHIP,130504
421389,LEHIGHTON,CARBON,D,BOROUGH,130203
421390,LEHIGHTON ASD,CARBON,E,SCHOOL DISTRICT,130200
421391,LEHMAN,PIKE,D,TOWNSHIP,450105
421392,LEHMAN,LUZERNE,D,TOWNSHIP,400604
421393,LEIDY,CLINTON,D,TOWNSHIP,180117
421394,LEMON,WYOMING,D,TOWNSHIP,660204
421395,LEMOYNE,CUMBERLAND,D,BOROUGH,210901
421396,LENHARTSVILLE,BERKS,D,BOROUGH,61004
421397,LENOX,SUSQUEHANNA,D,TOWNSHIP,580507
421398,LERAYSVILLE,BRADFORD,D,BOROUGH,80301
421399,LEROY,BRADFORD,D,TOWNSHIP,80203
421400,LETTERKENNY,FRANKLIN,D,TOWNSHIP,280105
421401,LEWIS,UNION,D,TOWNSHIP,600204
421402,LEWIS,LYCOMING,D,TOWNSHIP,410802
421403,LEWIS,NORTHUMBERLAND,D,TOWNSHIP,490604
421404,LEWIS RUN,MCKEAN,D,BOROUGH,420106
421405,LEWISBERRY,YORK,D,BOROUGH,210907
421406,LEWISBURG,UNION,D,BOROUGH,600103
421407,LEWISBURG ASD,UNION,E,SCHOOL DISTRICT,600100
421408,LEWISTOWN,MIFFLIN,D,BOROUGH,440109
421409,LIBERTY,MONTOUR,D,TOWNSHIP,470104
421410,LIBERTY,MERCER,D,TOWNSHIP,430402
421411,LIBERTY,ADAMS,D,TOWNSHIP,10304
421412,LIBERTY,CENTRE,D,TOWNSHIP,180102
421413,LIBERTY,SUSQUEHANNA,D,TOWNSHIP,580408
421414,LIBERTY,MCKEAN,D,TOWNSHIP,420402
421415,LIBERTY,TIOGA,D,BOROUGH,590207
421416,LIBERTY,TIOGA,D,TOWNSHIP,590208
421417,LIBERTY,BEDFORD,D,TOWNSHIP,50503
421418,LIBERTY,ALLEGHENY,D,BOROUGH,720802
421419,LICKING,CLARION,D,TOWNSHIP,160406
421420,LICKING CREEK,FULTON,D,TOWNSHIP,290102
421421,LIGONIER,WESTMORELAND,D,BOROUGH,651005
421422,LIGONIER,WESTMORELAND,D,TOWNSHIP,651006
421423,LIGONIER VALLEY S D,WESTMORELAND,E,SCHOOL DISTRICT,651000
421424,LILLY,CAMBRIA,D,BOROUGH,110908
421425,LIMERICK,MONTGOMERY,D,TOWNSHIP,461702
421426,LIMESTONE,CLARION,D,TOWNSHIP,160302
421427,LIMESTONE,LYCOMING,D,TOWNSHIP,410209
421428,LIMESTONE,UNION,D,TOWNSHIP,600205
421429,LIMESTONE,MONTOUR,D,TOWNSHIP,490602
421430,LIMESTONE,WARREN,D,TOWNSHIP,620112
421431,LINCOLN,BEDFORD,D,TOWNSHIP,50204
421432,LINCOLN,HUNTINGDON,D,TOWNSHIP,310106
421433,LINCOLN,SOMERSET,D,TOWNSHIP,560902
421434,LINCOLN,ALLEGHENY,D,BOROUGH,720803
421435,LINE MOUNTAIN S D,NORTHUMBERLAND,E,SCHOOL DISTRICT,490100
421436,LINESVILLE,CRAWFORD,D,BOROUGH,200107
421437,LITCHFIELD,BRADFORD,D,TOWNSHIP,80401
421438,LITITZ,LANCASTER,D,BOROUGH,361702
421439,LITTLE BEAVER,LAWRENCE,D,TOWNSHIP,370302
421440,LITTLE BRITAIN,LANCASTER,D,TOWNSHIP,361607
421441,LITTLE MAHANOY,NORTHUMBERLAND,D,TOWNSHIP,490104
421442,LITTLE MEADOWS,SUSQUEHANNA,D,BOROUGH,580409
421443,LITTLESTOWN,ADAMS,D,BOROUGH,10503
421444,LITTLESTOWN ASD,ADAMS,E,SCHOOL DISTRICT,10500
421445,LIVERPOOL,PERRY,D,BOROUGH,500103
421446,LIVERPOOL,PERRY,D,TOWNSHIP,500104
421447,LOCK HAVEN,CLINTON,D,CITY,180118
421448,LOCUST,COLUMBIA,D,TOWNSHIP,190605
421449,LOGAN,BLAIR,D,TOWNSHIP,70102
421450,LOGAN,HUNTINGDON,D,TOWNSHIP,310203
421451,LOGAN,CLINTON,D,TOWNSHIP,180119
421452,LOGANTON,CLINTON,D,BOROUGH,180120
421453,LOGANVILLE,YORK,D,BOROUGH,670203
421454,LONDON BRITAIN,CHESTER,D,TOWNSHIP,150103
421455,LONDON GROVE,CHESTER,D,TOWNSHIP,150104
421456,LONDONDERRY,BEDFORD,D,TOWNSHIP,50107
421457,LONDONDERRY,DAUPHIN,D,TOWNSHIP,220504
421458,LONDONDERRY,CHESTER,D,TOWNSHIP,361303
421459,LONG BRANCH,WASHINGTON,D,BOROUGH,630505
421460,LONGSWAMP,BERKS,D,TOWNSHIP,60302
421461,LORAIN,CAMBRIA,D,BOROUGH,110504
421462,LORETTO,CAMBRIA,D,BOROUGH,110909
421463,LOWER ALLEN WEST SHORE,CUMBERLAND,D,TOWNSHIP,210902
421464,LOWER ALSACE,BERKS,D,TOWNSHIP,60101
421465,LOWER AUGUSTA,NORTHUMBERLAND,D,TOWNSHIP,490105
421466,LOWER BURRELL,WESTMORELAND,D,CITY,650201
421467,LOWER CHANCEFORD,YORK,D,TOWNSHIP,670803
421468,LOWER CHICHESTER,DELAWARE,D,TOWNSHIP,230201
421469,LOWER DAUPHIN S D,DAUPHIN,E,SCHOOL DISTRICT,220500
421470,LOWER FRANKFORD,CUMBERLAND,D,TOWNSHIP,210102
421471,LOWER FREDERICK,MONTGOMERY,D,TOWNSHIP,461202
421472,LOWER GWYNEDD,MONTGOMERY,D,TOWNSHIP,462202
421473,LOWER HEIDELBERG,BERKS,D,TOWNSHIP,61601
421474,LOWER MACUNGIE,LEHIGH,D,TOWNSHIP,390303
421475,LOWER MAHANOY,NORTHUMBERLAND,D,TOWNSHIP,490106
421476,LOWER MAKEFIELD,BUCKS,D,TOWNSHIP,91202
421477,LOWER MERION,MONTGOMERY,D,TOWNSHIP,460701
421478,LOWER MERION S D,MONTGOMERY,E,SCHOOL DISTRICT,460700
421479,LOWER MIFFLIN,CUMBERLAND,D,TOWNSHIP,210103
421480,LOWER MILFORD,LEHIGH,D,TOWNSHIP,390802
421481,LOWER MORELAND,MONTGOMERY,D,TOWNSHIP,460801
421482,LOWER MORELAND TWP S D,MONTGOMERY,E,SCHOOL DISTRICT,460800
421483,LOWER MOUNT BETHEL BANGOR,NORTHAMPTON,D,TOWNSHIP,480103
421484,LOWER NAZARETH,NORTHAMPTON,D,TOWNSHIP,480402
421485,LOWER OXFORD,CHESTER,D,TOWNSHIP,150703
421486,LOWER PAXTON,DAUPHIN,D,TOWNSHIP,220102
421487,LOWER POTTSGROVE,MONTGOMERY,D,TOWNSHIP,461301
421488,LOWER PROVIDENCE,MONTGOMERY,D,TOWNSHIP,460901
421489,LOWER SALFORD,MONTGOMERY,D,TOWNSHIP,461502
421490,LOWER SAUCON,NORTHAMPTON,D,TOWNSHIP,480702
421491,LOWER SOUTHAMPTON,BUCKS,D,TOWNSHIP,90804
421492,LOWER SWATARA,DAUPHIN,D,TOWNSHIP,220601
421493,LOWER TOWAMENSING,CARBON,D,TOWNSHIP,130302
421494,LOWER TURKEYFOOT,SOMERSET,D,TOWNSHIP,561004
421495,LOWER TYRONE,FAYETTE,D,TOWNSHIP,260402
421496,LOWER WINDSOR,YORK,D,TOWNSHIP,670404
