User Code,BSI Code,Authority Name,Preferred,Authority Title,County ID
BSI00420821,420821,ELMHURST,N,TOWNSHIP,LACKAWANNA
BSI00420822,420822,ELVERSON,N,BOROUGH,CHESTER
BSI00420823,420823,EMLENTON,N,BOROUGH,VENANGO
BSI00420824,420824,EMMAUS,N,BOROUGH,LEHIGH
BSI00420825,420825,EMPORIUM,N,BOROUGH,CAMERON
BSI00420826,420826,EMSWORTH,N,BOROUGH,ALLEGHENY
BSI00420827,420827,ENON VALLEY,N,BOROUGH,LAWRENCE
BSI00420828,420828,EPHRATA,N,BOROUGH,LANCASTER
BSI00420829,420829,EPHRATA,N,TOWNSHIP,LANCASTER
BSI00420830,420830,EPHRATA ASD,N,SCHOOL DISTRICT,LANCASTER
BSI00420831,420831,ERIE CITY,N,CITY,ERIE
BSI00420832,420832,ERIE CSD,N,SCHOOL DISTRICT,ERIE
BSI00420833,420833,ERNEST,N,BOROUGH,INDIANA
BSI00420834,420834,ETNA,N,BOROUGH,ALLEGHENY
BSI00420835,420835,EULALIA,N,TOWNSHIP,POTTER
BSI00420836,420836,EVANS CITY,N,BOROUGH,BUTLER
BSI00420837,420837,EVERETT,N,BOROUGH,BEDFORD
BSI00420838,420838,EVERETT ASD,N,SCHOOL DISTRICT,BEDFORD
BSI00420839,420839,EVERSON,N,BOROUGH,FAYETTE
BSI00420840,420840,EXETER,N,TOWNSHIP,BERKS
BSI00420841,420841,EXETER,N,BOROUGH,LUZERNE
BSI00420842,420842,EXETER,N,TOWNSHIP,LUZERNE
BSI00420843,420843,EXETER,N,TOWNSHIP,WYOMING
BSI00420844,420844,EXETER TWP S D,N,SCHOOL DISTRICT,BERKS
BSI00420845,420845,EXPORT,N,BOROUGH,WESTMORELAND
BSI00420846,420846,FACTORYVILLE,N,BOROUGH,WYOMING
BSI00420847,420847,FAIRCHANCE,N,BOROUGH,FAYETTE
BSI00420848,420848,FAIRFIELD,N,TOWNSHIP,CRAWFORD
BSI00420849,420849,FAIRFIELD,N,BOROUGH,ADAMS
BSI00420850,420850,FAIRFIELD,N,TOWNSHIP,WESTMORELAND
BSI00420851,420851,FAIRFIELD,N,TOWNSHIP,LYCOMING
BSI00420852,420852,FAIRFIELD ASD,N,SCHOOL DISTRICT,ADAMS
BSI00420853,420853,FAIRHOPE,N,TOWNSHIP,SOMERSET
BSI00420854,420854,FAIRMOUNT,N,TOWNSHIP,LUZERNE
BSI00420855,420855,FAIRVIEW,N,TOWNSHIP,LUZERNE
BSI00420856,420856,FAIRVIEW,N,BOROUGH,ERIE
BSI00420857,420857,FAIRVIEW,N,TOWNSHIP,ERIE
BSI00420858,420858,FAIRVIEW,N,BOROUGH,BUTLER
BSI00420859,420859,FAIRVIEW,N,TOWNSHIP,BUTLER
BSI00420860,420860,FAIRVIEW,N,TOWNSHIP,MERCER
BSI00420861,420861,FAIRVIEW,N,TOWNSHIP,YORK
BSI00420862,420862,FAIRVIEW S D,N,SCHOOL DISTRICT,ERIE
BSI00420863,420863,FALLOWFIELD,N,TOWNSHIP,WASHINGTON
BSI00420864,420864,FALLS,N,TOWNSHIP,WYOMING
BSI00420865,420865,FALLS,N,TOWNSHIP,BUCKS
BSI00420866,420866,FALLS CREEK,N,BOROUGH,CLEARFIELD
BSI00420867,420867,FALLS CREEK,N,BOROUGH,JEFFERSON
BSI00420868,420868,FALLSTON,N,BOROUGH,BEAVER
BSI00420869,420869,FANNETT,N,TOWNSHIP,FRANKLIN
BSI00420870,420870,FANNETT-METAL S D,N,SCHOOL DISTRICT,FRANKLIN
BSI00420871,420871,FARMINGTON,N,TOWNSHIP,TIOGA
BSI00420872,420872,FARMINGTON,N,TOWNSHIP,CLARION
BSI00420873,420873,FARMINGTON,N,TOWNSHIP,WARREN
BSI00420874,420874,FARRELL,N,CITY,MERCER
BSI00420875,420875,FARRELL ASD,N,SCHOOL DISTRICT,MERCER
BSI00420876,420876,FAWN,N,TOWNSHIP,ALLEGHENY
BSI00420877,420877,FAWN,N,TOWNSHIP,YORK
BSI00420878,420878,FAWN GROVE,N,BOROUGH,YORK
BSI00420879,420879,FAYETTE,N,TOWNSHIP,JUNIATA
BSI00420880,420880,FAYETTE CITY,N,BOROUGH,FAYETTE
BSI00420881,420881,FELL,N,TOWNSHIP,LACKAWANNA
BSI00420882,420882,FELTON,N,BOROUGH,YORK
BSI00420883,420883,FERGUSON,N,TOWNSHIP,CLEARFIELD
BSI00420884,420884,FERGUSON,N,TOWNSHIP,CENTRE
BSI00420885,420885,FERMANAGH,N,TOWNSHIP,JUNIATA
BSI00420886,420886,FERNDALE,N,BOROUGH,CAMBRIA
BSI00420887,420887,FERNDALE ASD,N,SCHOOL DISTRICT,CAMBRIA
BSI00420888,420888,FINDLAY,N,TOWNSHIP,ALLEGHENY
BSI00420889,420889,FINDLEY,N,TOWNSHIP,MERCER
BSI00420890,420890,FINLEYVILLE,N,BOROUGH,WASHINGTON
BSI00420891,420891,FISHING CREEK,N,TOWNSHIP,COLUMBIA
BSI00420892,420892,FLEETWOOD,N,BOROUGH,BERKS
BSI00420893,420893,FLEETWOOD ASD,N,SCHOOL DISTRICT,BERKS
BSI00420894,420894,FLEMINGTON,N,BOROUGH,CLINTON
BSI00420895,420895,FOLCROFT,N,BOROUGH,DELAWARE
BSI00420896,420896,FORBES ROAD S D,N,SCHOOL DISTRICT,FULTON
BSI00420897,420897,FORD CITY,N,BOROUGH,ARMSTRONG
BSI00420898,420898,FORD CLIFF,N,BOROUGH,ARMSTRONG
BSI00420899,420899,FOREST ASD,N,SCHOOL DISTRICT,FOREST
BSI00420900,420900,FOREST CITY,N,BOROUGH,SUSQUEHANNA
BSI00420901,420901,FOREST CITY REGN S D,N,SCHOOL DISTRICT,SUSQUEHANNA
BSI00420902,420902,FOREST HILLS,N,BOROUGH,ALLEGHENY
BSI00420903,420903,FOREST HILLS S D,N,SCHOOL DISTRICT,CAMBRIA
BSI00420904,420904,FOREST LAKE,N,TOWNSHIP,SUSQUEHANNA
BSI00420905,420905,FORKS,N,TOWNSHIP,NORTHAMPTON
BSI00420906,420906,FORKS,N,TOWNSHIP,SULLIVAN
BSI00420907,420907,FORKSTON,N,TOWNSHIP,WYOMING
BSI00420908,420908,FORKSVILLE,N,BOROUGH,SULLIVAN
BSI00420909,420909,FORT CHERRY S D,N,SCHOOL DISTRICT,WASHINGTON
BSI00420910,420910,FORT LEBOEUF S D,N,SCHOOL DISTRICT,ERIE
BSI00420911,420911,FORTY FORT,N,BOROUGH,LUZERNE
BSI00420912,420912,FORWARD,N,TOWNSHIP,ALLEGHENY
BSI00420913,420913,FORWARD,N,TOWNSHIP,BUTLER
BSI00420914,420914,FOSTER,N,TOWNSHIP,MCKEAN
BSI00420915,420915,FOSTER,N,TOWNSHIP,LUZERNE
BSI00420916,420916,FOSTER,N,TOWNSHIP,SCHUYLKILL
BSI00420917,420917,FOUNTAIN HILL,N,BOROUGH,LEHIGH
BSI00420918,420918,FOX,N,TOWNSHIP,SULLIVAN
BSI00420919,420919,FOX,N,TOWNSHIP,ELK
BSI00420920,420920,FOX CHAPEL,N,BOROUGH,ALLEGHENY
BSI00420921,420921,FOX CHAPEL ASD,N,SCHOOL DISTRICT,ALLEGHENY
BSI00420922,420922,FOXBURG,N,BOROUGH,CLARION
BSI00420923,420923,FRACKVILLE,N,BOROUGH,SCHUYLKILL
BSI00420924,420924,FRAILEY,N,TOWNSHIP,SCHUYLKILL
BSI00420925,420925,FRANCONIA,N,TOWNSHIP,MONTGOMERY
BSI00420926,420926,FRANKFORT SPRINGS,N,BOROUGH,BEAVER
BSI00420927,420927,FRANKLIN,N,TOWNSHIP,CHESTER
BSI00420928,420928,FRANKLIN,N,BOROUGH,CAMBRIA
BSI00420929,420929,FRANKLIN,N,TOWNSHIP,GREENE
BSI00420930,420930,FRANKLIN,N,TOWNSHIP,LUZERNE
BSI00420931,420931,FRANKLIN,N,TOWNSHIP,LYCOMING
BSI00420932,420932,FRANKLIN,N,CITY,VENANGO
BSI00420933,420933,FRANKLIN,N,TOWNSHIP,ADAMS
BSI00420934,420934,FRANKLIN,N,TOWNSHIP,ERIE
BSI00420935,420935,FRANKLIN,N,TOWNSHIP,SUSQUEHANNA
BSI00420936,420936,FRANKLIN,N,TOWNSHIP,YORK
BSI00420937,420937,FRANKLIN,N,TOWNSHIP,SNYDER
BSI00420938,420938,FRANKLIN,N,TOWNSHIP,CARBON
BSI00420939,420939,FRANKLIN,N,TOWNSHIP,BEAVER
BSI00420940,420940,FRANKLIN,N,TOWNSHIP,BRADFORD
BSI00420941,420941,FRANKLIN,N,TOWNSHIP,BUTLER
BSI00420942,420942,FRANKLIN,N,TOWNSHIP,COLUMBIA
BSI00420943,420943,FRANKLIN,N,TOWNSHIP,HUNTINGDON
BSI00420944,420944,FRANKLIN,N,TOWNSHIP,FAYETTE
BSI00420945,420945,FRANKLIN ASD,N,SCHOOL DISTRICT,VENANGO
BSI00420946,420946,FRANKLIN PARK,N,BOROUGH,ALLEGHENY
BSI00420947,420947,FRANKLIN REGIONAL S D,N,SCHOOL DISTRICT,WESTMORELAND
BSI00420948,420948,FRANKLINTOWN,N,BOROUGH,YORK
BSI00420949,420949,FRANKSTOWN,N,TOWNSHIP,BLAIR
BSI00420950,420950,FRAZER,N,TOWNSHIP,ALLEGHENY
BSI00420951,420951,FRAZIER S D,N,SCHOOL DISTRICT,FAYETTE
BSI00420952,420952,FREDONIA,N,BOROUGH,MERCER
BSI00420953,420953,FREEBURG,N,BOROUGH,SNYDER
BSI00420954,420954,FREEDOM,N,BOROUGH,BEAVER
BSI00420955,420955,FREEDOM,N,TOWNSHIP,ADAMS
BSI00420956,420956,FREEDOM,N,TOWNSHIP,BLAIR
BSI00420957,420957,FREEDOM ASD,N,SCHOOL DISTRICT,BEAVER
BSI00420958,420958,FREEHOLD,N,TOWNSHIP,WARREN
BSI00420959,420959,FREELAND,N,BOROUGH,LUZERNE
BSI00420960,420960,FREEMANSBURG,N,BOROUGH,NORTHAMPTON
BSI00420961,420961,FREEPORT,N,BOROUGH,ARMSTRONG
BSI00420962,420962,FREEPORT,N,TOWNSHIP,GREENE
BSI00420963,420963,FREEPORT ASD,N,SCHOOL DISTRICT,ARMSTRONG
BSI00420964,420964,FRENCH CREEK,N,TOWNSHIP,MERCER
BSI00420965,420965,FRENCHCREEK,N,TOWNSHIP,VENANGO
BSI00420966,420966,FRIENDSVILLE,N,BOROUGH,SUSQUEHANNA
BSI00420967,420967,FULTON,N,TOWNSHIP,LANCASTER
BSI00420968,420968,GAINES,N,TOWNSHIP,TIOGA
BSI00420969,420969,GALETON,N,BOROUGH,POTTER
BSI00420970,420970,GALETON ASD,N,SCHOOL DISTRICT,POTTER
BSI00420971,420971,GALLAGHER,N,TOWNSHIP,CLINTON
BSI00420972,420972,GALLITZIN,N,BOROUGH,CAMBRIA
BSI00420973,420973,GALLITZIN,N,TOWNSHIP,CAMBRIA
BSI00420974,420974,GAMBLE,N,TOWNSHIP,LYCOMING
BSI00420975,420975,GARNET VALLEY S D,N,SCHOOL DISTRICT,DELAWARE
BSI00420976,420976,GARRETT,N,BOROUGH,SOMERSET
BSI00420977,420977,GASKILL,N,TOWNSHIP,JEFFERSON
BSI00420978,420978,GATEWAY S D,N,SCHOOL DISTRICT,ALLEGHENY
BSI00420979,420979,GEISTOWN GRTR JOHNSTOWN,N,BOROUGH,CAMBRIA
BSI00420980,420980,GENERAL MCLANE S D,N,SCHOOL DISTRICT,ERIE
BSI00420981,420981,GENESEE,N,TOWNSHIP,POTTER
BSI00420982,420982,GEORGES,N,TOWNSHIP,FAYETTE
BSI00420983,420983,GEORGETOWN,N,BOROUGH,BEAVER
BSI00420984,420984,GERMAN ALBERT GALL,N,TOWNSHIP,FAYETTE
BSI00420985,420985,GERMANY,N,TOWNSHIP,ADAMS
BSI00420986,420986,GETTYSBURG,N,BOROUGH,ADAMS
BSI00420987,420987,GETTYSBURG ASD,N,SCHOOL DISTRICT,ADAMS
BSI00420988,420988,GIBSON,N,TOWNSHIP,CAMERON
BSI00420989,420989,GIBSON,N,TOWNSHIP,SUSQUEHANNA
BSI00420990,420990,GILBERTON,N,BOROUGH,SCHUYLKILL
BSI00420991,420991,GILMORE,N,TOWNSHIP,GREENE
BSI00420992,420992,GILPIN,N,TOWNSHIP,ARMSTRONG
BSI00420993,420993,GIRARD,N,TOWNSHIP,CLEARFIELD
BSI00420994,420994,GIRARD,N,BOROUGH,ERIE
BSI00420995,420995,GIRARD,N,TOWNSHIP,ERIE
BSI00420996,420996,GIRARD S D,N,SCHOOL DISTRICT,ERIE
BSI00420997,420997,GIRARDVILLE,N,BOROUGH,SCHUYLKILL
BSI00420998,420998,GLADE,N,TOWNSHIP,WARREN
BSI00420999,420999,GLASGOW,N,BOROUGH,BEAVER
BSI00421000,421000,GLASSPORT,N,BOROUGH,ALLEGHENY
BSI00421001,421001,GLEN CAMPBELL,N,BOROUGH,INDIANA
BSI00421002,421002,GLEN HOPE,N,BOROUGH,CLEARFIELD
BSI00421003,421003,GLEN ROCK,N,BOROUGH,YORK
BSI00421004,421004,GLENBURN,N,TOWNSHIP,LACKAWANNA
BSI00421005,421005,GLENDALE S D,N,SCHOOL DISTRICT,CLEARFIELD
BSI00421006,421006,GLENDON,N,BOROUGH,NORTHAMPTON
BSI00421007,421007,GLENFIELD,N,BOROUGH,ALLEGHENY
BSI00421008,421008,GLENOLDEN,N,BOROUGH,DELAWARE
BSI00421009,421009,GOLDSBORO,N,BOROUGH,YORK
BSI00421010,421010,GORDON,N,BOROUGH,SCHUYLKILL
BSI00421011,421011,GOSHEN,N,TOWNSHIP,CLEARFIELD
BSI00421012,421012,GOVERNOR MIFFLIN S D,N,SCHOOL DISTRICT,BERKS
BSI00421013,421013,GRAHAM,N,TOWNSHIP,CLEARFIELD
BSI00421014,421014,GRAMPIAN,N,BOROUGH,CLEARFIELD
BSI00421015,421015,GRANT,N,TOWNSHIP,INDIANA
BSI00421016,421016,GRANVILLE,N,TOWNSHIP,MIFFLIN
BSI00421017,421017,GRANVILLE,N,TOWNSHIP,BRADFORD
BSI00421018,421018,GRATZ,N,BOROUGH,DAUPHIN
BSI00421019,421019,GRAY,N,TOWNSHIP,GREENE
BSI00421020,421020,GREAT BEND,N,BOROUGH,SUSQUEHANNA
BSI00421021,421021,GREAT BEND,N,TOWNSHIP,SUSQUEHANNA
BSI00421022,421022,GREAT VALLEY S D,N,SCHOOL DISTRICT,CHESTER
BSI00421023,421023,GREATER JOHNSTOWN S D,N,SCHOOL DISTRICT,CAMBRIA
BSI00421024,421024,GREATER LATROBE S D,N,SCHOOL DISTRICT,WESTMORELAND
BSI00421025,421025,GREATER NANTICOKE ASD,N,SCHOOL DISTRICT,LUZERNE
BSI00421026,421026,GREEN,N,TOWNSHIP,FOREST
BSI00421027,421027,GREEN,N,TOWNSHIP,INDIANA
BSI00421028,421028,GREEN HILLS,N,BOROUGH,WASHINGTON
BSI00421029,421029,GREEN LANE,N,BOROUGH,MONTGOMERY
BSI00421030,421030,GREEN TREE,N,BOROUGH,ALLEGHENY
BSI00421031,421031,GREENCASTLE,N,BOROUGH,FRANKLIN
BSI00421032,421032,GREENCASTLE-ANTRIM S D,N,SCHOOL DISTRICT,FRANKLIN
BSI00421033,421033,GREENE,N,TOWNSHIP,FRANKLIN
BSI00421034,421034,GREENE,N,TOWNSHIP,CLINTON
BSI00421035,421035,GREENE,N,TOWNSHIP,MERCER
BSI00421036,421036,GREENE,N,TOWNSHIP,GREENE
BSI00421037,421037,GREENE,N,TOWNSHIP,BEAVER
BSI00421038,421038,GREENE,N,TOWNSHIP,PIKE
BSI00421039,421039,GREENE,N,TOWNSHIP,ERIE
BSI00421040,421040,GREENFIELD,N,TOWNSHIP,BLAIR
BSI00421041,421041,GREENFIELD,N,TOWNSHIP,LACKAWANNA
BSI00421042,421042,GREENFIELD,N,TOWNSHIP,ERIE
BSI00421043,421043,GREENSBORO,N,BOROUGH,GREENE
BSI00421044,421044,GREENSBURG GRNSBRG SLM,N,CITY,WESTMORELAND
BSI00421045,421045,GREENSBURG SALEM S D,N,SCHOOL DISTRICT,WESTMORELAND
BSI00421046,421046,GREENVILLE,N,BOROUGH,MERCER
BSI00421047,421047,GREENVILLE,N,TOWNSHIP,SOMERSET
BSI00421048,421048,GREENVILLE ASD,N,SCHOOL DISTRICT,MERCER
BSI00421049,421049,GREENWICH,N,TOWNSHIP,BERKS
BSI00421050,421050,GREENWOOD,N,TOWNSHIP,CRAWFORD
BSI00421051,421051,GREENWOOD,N,TOWNSHIP,CLEARFIELD
BSI00421052,421052,GREENWOOD,N,TOWNSHIP,JUNIATA
BSI00421053,421053,GREENWOOD,N,TOWNSHIP,PERRY
BSI00421054,421054,GREENWOOD,N,TOWNSHIP,COLUMBIA
BSI00421055,421055,GREENWOOD S D,N,SCHOOL DISTRICT,PERRY
BSI00421056,421056,GREGG,N,TOWNSHIP,CENTRE
BSI00421057,421057,GREGG,N,TOWNSHIP,UNION
BSI00421058,421058,GROVE,N,TOWNSHIP,CAMERON
BSI00421059,421059,GROVE CITY,N,BOROUGH,MERCER
BSI00421060,421060,GROVE CITY ASD,N,SCHOOL DISTRICT,MERCER
BSI00421061,421061,GRUGAN,N,TOWNSHIP,CLINTON
BSI00421062,421062,GUILFORD WAYNESBOROUGH,N,TOWNSHIP,FRANKLIN
BSI00421063,421063,GULICH,N,TOWNSHIP,CLEARFIELD
BSI00421064,421064,HAINES,N,TOWNSHIP,CENTRE
BSI00421065,421065,HALFMOON,N,TOWNSHIP,CENTRE
BSI00421066,421066,HALIFAX,N,BOROUGH,DAUPHIN
BSI00421067,421067,HALIFAX,N,TOWNSHIP,DAUPHIN
BSI00421068,421068,HALIFAX ASD,N,SCHOOL DISTRICT,DAUPHIN
BSI00421069,421069,HALLAM,N,BOROUGH,YORK
BSI00421070,421070,HALLSTEAD,N,BOROUGH,SUSQUEHANNA
BSI00421071,421071,HAMBURG,N,BOROUGH,BERKS
BSI00421072,421072,HAMBURG ASD,N,SCHOOL DISTRICT,BERKS
BSI00421073,421073,HAMILTON BERMUDN SPR,N,TOWNSHIP,ADAMS
BSI00421074,421074,HAMILTON,N,TOWNSHIP,FRANKLIN
BSI00421075,421075,HAMILTON,N,TOWNSHIP,MCKEAN
BSI00421076,421076,HAMILTON,N,TOWNSHIP,MONROE
BSI00421077,421077,HAMILTON,N,TOWNSHIP,TIOGA
BSI00421078,421078,HAMILTONBAN,N,TOWNSHIP,ADAMS
BSI00421079,421079,HAMLIN,N,TOWNSHIP,MCKEAN
BSI00421080,421080,HAMPDEN,N,TOWNSHIP,CUMBERLAND
BSI00421081,421081,HAMPTON,N,TOWNSHIP,ALLEGHENY
BSI00421082,421082,HAMPTON TWP S D,N,SCHOOL DISTRICT,ALLEGHENY
BSI00421083,421083,HANOVER,N,TOWNSHIP,NORTHAMPTON
BSI00421084,421084,HANOVER,N,TOWNSHIP,WASHINGTON
BSI00421085,421085,HANOVER,N,TOWNSHIP,LEHIGH
BSI00421086,421086,HANOVER,N,BOROUGH,YORK
BSI00421087,421087,HANOVER,N,TOWNSHIP,LUZERNE
BSI00421088,421088,HANOVER,N,TOWNSHIP,BEAVER
BSI00421089,421089,HANOVER ASD,N,SCHOOL DISTRICT,LUZERNE
BSI00421090,421090,HANOVER PUBLIC S D,N,SCHOOL DISTRICT,YORK
BSI00421091,421091,HARBOR CREEK S D,N,SCHOOL DISTRICT,ERIE
BSI00421092,421092,HARBORCREEK,N,TOWNSHIP,ERIE
BSI00421093,421093,HARFORD,N,TOWNSHIP,SUSQUEHANNA
BSI00421094,421094,HARMAR,N,TOWNSHIP,ALLEGHENY
BSI00421095,421095,HARMONY,N,TOWNSHIP,BEAVER
BSI00421096,421096,HARMONY,N,TOWNSHIP,FOREST
BSI00421097,421097,HARMONY,N,TOWNSHIP,SUSQUEHANNA
BSI00421098,421098,HARMONY,N,BOROUGH,BUTLER
BSI00421099,421099,HARMONY ASD,N,SCHOOL DISTRICT,CLEARFIELD
BSI00421100,421100,HARRIS,N,TOWNSHIP,CENTRE
BSI00421101,421101,HARRISBURG,N,CITY,DAUPHIN
BSI00421102,421102,HARRISBURG CSD,N,SCHOOL DISTRICT,DAUPHIN
BSI00421103,421103,HARRISON,N,TOWNSHIP,BEDFORD
BSI00421104,421104,HARRISON,N,TOWNSHIP,ALLEGHENY
BSI00421105,421105,HARRISON,N,TOWNSHIP,POTTER
BSI00421106,421106,HARRISVILLE,N,BOROUGH,BUTLER
BSI00421107,421107,HARTLETON,N,BOROUGH,UNION
BSI00421108,421108,HARTLEY,N,TOWNSHIP,UNION
BSI00421109,421109,HARVEYS LAKE,N,BOROUGH,LUZERNE
BSI00421110,421110,HASTINGS,N,BOROUGH,CAMBRIA
BSI00421111,421111,HATBORO,N,BOROUGH,MONTGOMERY
BSI00421112,421112,HATBORO-HORSHAM S D,N,SCHOOL DISTRICT,MONTGOMERY
BSI00421113,421113,HATFIELD,N,BOROUGH,MONTGOMERY
BSI00421114,421114,HATFIELD,N,TOWNSHIP,MONTGOMERY
BSI00421115,421115,HAVERFORD,N,TOWNSHIP,DELAWARE
BSI00421116,421116,HAVERFORD TWP S D,N,SCHOOL DISTRICT,DELAWARE
BSI00421117,421117,HAWLEY,N,BOROUGH,WAYNE
BSI00421118,421118,HAWTHORN,N,BOROUGH,CLARION
BSI00421119,421119,HAYCOCK,N,TOWNSHIP,BUCKS
BSI00421120,421120,HAYFIELD,N,TOWNSHIP,CRAWFORD
BSI00421121,421121,HAYSVILLE,N,BOROUGH,ALLEGHENY
BSI00421122,421122,HAZLE,N,TOWNSHIP,LUZERNE
BSI00421123,421123,HAZLETON,N,CITY,LUZERNE
BSI00421124,421124,HAZLETON ASD,N,SCHOOL DISTRICT,LUZERNE
BSI00421125,421125,HEATH,N,TOWNSHIP,JEFFERSON
BSI00421126,421126,HEBRON,N,TOWNSHIP,POTTER
BSI00421127,421127,HECTOR GALETON,N,TOWNSHIP,POTTER
BSI00421128,421128,HEGINS,N,TOWNSHIP,SCHUYLKILL
BSI00421129,421129,HEIDELBERG,N,TOWNSHIP,BERKS
BSI00421130,421130,HEIDELBERG,N,BOROUGH,ALLEGHENY
BSI00421131,421131,HEIDELBERG,N,TOWNSHIP,LEBANON
BSI00421132,421132,HEIDELBERG,N,TOWNSHIP,LEHIGH
BSI00421133,421133,HEIDELBERG,N,TOWNSHIP,YORK
BSI00421134,421134,HELLAM,N,TOWNSHIP,YORK
BSI00421135,421135,HELLERTOWN,N,BOROUGH,NORTHAMPTON
BSI00421136,421136,HEMLOCK,N,TOWNSHIP,COLUMBIA
BSI00421137,421137,HEMPFIELD,N,TOWNSHIP,MERCER
BSI00421138,421138,HEMPFIELD,N,TOWNSHIP,WESTMORELAND
BSI00421139,421139,HEMPFIELD ASD,N,SCHOOL DISTRICT,WESTMORELAND
BSI00421140,421140,HEMPFIELD S D,N,SCHOOL DISTRICT,LANCASTER
BSI00421141,421141,HENDERSON,N,TOWNSHIP,HUNTINGDON
BSI00421142,421142,HENDERSON,N,TOWNSHIP,JEFFERSON
BSI00421143,421143,HENRY CLAY,N,TOWNSHIP,FAYETTE
BSI00421144,421144,HEPBURN,N,TOWNSHIP,LYCOMING
BSI00421145,421145,HEREFORD,N,TOWNSHIP,BERKS
BSI00421146,421146,HERMITAGE,N,CITY,MERCER
BSI00421147,421147,HERMITAGE S D,N,SCHOOL DISTRICT,MERCER
BSI00421148,421148,HERNDON,N,BOROUGH,NORTHUMBERLAND
BSI00421149,421149,HERRICK,N,TOWNSHIP,SUSQUEHANNA
BSI00421150,421150,HERRICK,N,TOWNSHIP,BRADFORD
BSI00421151,421151,HICKORY,N,TOWNSHIP,FOREST
BSI00421152,421152,HICKORY,N,TOWNSHIP,LAWRENCE
BSI00421153,421153,HIGHLAND,N,TOWNSHIP,CLARION
BSI00421154,421154,HIGHLAND,N,TOWNSHIP,ELK
BSI00421155,421155,HIGHLAND,N,TOWNSHIP,ADAMS
BSI00421156,421156,HIGHLAND,N,TOWNSHIP,CHESTER
BSI00421157,421157,HIGHLANDS S D,N,SCHOOL DISTRICT,ALLEGHENY
BSI00421158,421158,HIGHSPIRE,N,BOROUGH,DAUPHIN
BSI00421159,421159,HILLSGROVE,N,TOWNSHIP,SULLIVAN
BSI00421160,421160,HILLTOWN PENNRIDGE,N,TOWNSHIP,BUCKS
BSI00421161,421161,HOLLENBACK,N,TOWNSHIP,LUZERNE
BSI00421162,421162,HOLLIDAYSBURG ASD,N,SCHOOL DISTRICT,BLAIR
BSI00421163,421163,HOLLIDAYSBURG,N,BOROUGH,BLAIR
BSI00421164,421164,HOMER,N,TOWNSHIP,POTTER
BSI00421165,421165,HOMER-CENTER S D,N,SCHOOL DISTRICT,INDIANA
BSI00421166,421166,HOMER CITY,N,BOROUGH,INDIANA
BSI00421167,421167,HOMESTEAD,N,BOROUGH,ALLEGHENY
BSI00421168,421168,HOMEWOOD,N,BOROUGH,BEAVER
BSI00421169,421169,HONESDALE,N,BOROUGH,WAYNE
BSI00421170,421170,HONEY BROOK,N,BOROUGH,CHESTER
BSI00421171,421171,HONEY BROOK,N,TOWNSHIP,CHESTER
BSI00421172,421172,HOOKSTOWN,N,BOROUGH,BEAVER
BSI00421173,421173,HOOVERSVILLE,N,BOROUGH,SOMERSET
BSI00421174,421174,HOP BOTTOM,N,BOROUGH,SUSQUEHANNA
BSI00421175,421175,HOPEWELL,N,TOWNSHIP,WASHINGTON
BSI00421176,421176,HOPEWELL,N,TOWNSHIP,BEAVER
BSI00421177,421177,HOPEWELL,N,BOROUGH,BEDFORD
BSI00421178,421178,HOPEWELL,N,TOWNSHIP,BEDFORD
BSI00421179,421179,HOPEWELL,N,TOWNSHIP,YORK
BSI00421180,421180,HOPEWELL,N,TOWNSHIP,HUNTINGDON
BSI00421181,421181,HOPEWELL,N,TOWNSHIP,CUMBERLAND
BSI00421182,421182,HOPEWELL ASD,N,SCHOOL DISTRICT,BEAVER
BSI00421183,421183,HORSHAM,N,TOWNSHIP,MONTGOMERY
BSI00421184,421184,HORTON RIDGWAY,N,TOWNSHIP,ELK
BSI00421185,421185,HOUSTON,N,BOROUGH,WASHINGTON
BSI00421186,421186,HOUTZDALE,N,BOROUGH,CLEARFIELD
BSI00421187,421187,HOVEY,N,TOWNSHIP,ARMSTRONG
BSI00421188,421188,HOWARD,N,BOROUGH,CENTRE
BSI00421189,421189,HOWARD,N,TOWNSHIP,CENTRE
BSI00421190,421190,HOWE,N,TOWNSHIP,FOREST
BSI00421191,421191,HOWE,N,TOWNSHIP,PERRY
BSI00421192,421192,HUBLEY,N,TOWNSHIP,SCHUYLKILL
BSI00421193,421193,HUGHESTOWN,N,BOROUGH,LUZERNE
BSI00421194,421194,HUGHESVILLE,N,BOROUGH,LYCOMING
BSI00421195,421195,HULMEVILLE,N,BOROUGH,BUCKS
BSI00421196,421196,HUMMELSTOWN,N,BOROUGH,DAUPHIN
BSI00421197,421197,HUNKER,N,BOROUGH,WESTMORELAND
BSI00421198,421198,HUNLOCK,N,TOWNSHIP,LUZERNE
BSI00421199,421199,HUNTINGDON,N,BOROUGH,HUNTINGDON
BSI00421200,421200,HUNTINGDON ASD,N,SCHOOL DISTRICT,HUNTINGDON
BSI00421201,421201,HUNTINGTON,N,TOWNSHIP,ADAMS
BSI00421202,421202,HUNTINGTON,N,TOWNSHIP,LUZERNE
BSI00421203,421203,HUSTON,N,TOWNSHIP,CENTRE
BSI00421204,421204,HUSTON,N,TOWNSHIP,CLEARFIELD
BSI00421205,421205,HUSTON,N,TOWNSHIP,BLAIR
BSI00421206,421206,HYDE PARK,N,BOROUGH,WESTMORELAND
