authority,taxType,formula,startDate,endDate,maximumWage,taxRate,minimumWage
00460000 - SOUTH DAKOTA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00460000 - SOUTH DAKOTA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00460000 - SOUTH DAKOTA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00460000 - SOUTH DAKOTA,082 - UNEMPLOYMENT SOLVENCY TAX SURCHARGE,1,20150101,0,15000,0,0
00460000 - SOUTH DAKOTA,082 - UNEMPLOYMENT SOLVENCY TAX SURCHARGE,2,20150101,0,15000,0,0
00460000 - SOUTH DAKOTA,095 - EMPLOYER ADMINISTRATIVE FEE,1,20180101,0,15000,0,0
00460000 - SOUTH DAKOTA,095 - EMPLOYER ADMINISTRATIVE FEE,2,20180101,0,15000,0,0
00470000 - TENNESSEE,010 - EMPLOYER UNEMPLOYMENT TAX,1,20180101,0,7000,0.03,0
00470000 - TENNESSEE,010 - EMPLOYER UNEMPLOYMENT TAX,2,20180101,0,7000,0.03,0
00470000 - TENNESSEE,016 - EMPLOYMENT TRAINING TAX,1,20180101,0,7000,0,0
00470000 - TENNESSEE,016 - EMPLOYMENT TRAINING TAX,2,20180101,0,7000,0,0
00470000 - TENNESSEE,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00470000 - TENNESSEE,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00470000 - TENNESSEE,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00470000 - TENNESSEE,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00480000 - TEXAS,010 - EMPLOYER UNEMPLOYMENT TAX,1,20130101,0,9000,0.03,0
00480000 - TEXAS,010 - EMPLOYER UNEMPLOYMENT TAX,2,20130101,0,9000,0.03,0
00480000 - TEXAS,016 - EMPLOYMENT TRAINING TAX,1,20130101,0,9000,0,0
00480000 - TEXAS,016 - EMPLOYMENT TRAINING TAX,2,20130101,0,9000,0,0
00480000 - TEXAS,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00480000 - TEXAS,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00480000 - TEXAS,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00480000 - TEXAS,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00480000 - TEXAS,089 - UI INTEREST ASSESSMENT FEE,1,20180101,0,9000,0,0
00480000 - TEXAS,089 - UI INTEREST ASSESSMENT FEE,2,20180101,0,9000,0,0
00490000 - UTAH,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,36600,0,0
00490000 - UTAH,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,36600,0,0
00490000 - UTAH,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00490000 - UTAH,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00490000 - UTAH,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00490000 - UTAH,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00500000 - VERMONT,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,16100,0.01,0
00500000 - VERMONT,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,16100,0.01,0
00500000 - VERMONT,011 - EMPLOYER DEBT REPAYMENT TAX,1,20130101,20121231,7000,0,0
00500000 - VERMONT,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00500000 - VERMONT,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00500000 - VERMONT,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00500000 - VERMONT,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00510000 - VIRGINIA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,8000,0.02,0
00510000 - VIRGINIA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,8000,0.02,0
00510000 - VIRGINIA,011 - EMPLOYER DEBT REPAYMENT TAX,1,20130101,20111231,7000,0,0
00510000 - VIRGINIA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00510000 - VIRGINIA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00510000 - VIRGINIA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00510000 - VIRGINIA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00520000 - U.S. VIRGIN ISLANDS,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,28900,0.02,0
00520000 - U.S. VIRGIN ISLANDS,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,28900,0.02,0
00520000 - U.S. VIRGIN ISLANDS,011 - EMPLOYER DEBT REPAYMENT TAX,1,20200101,0,7000,0.03,0
00520000 - U.S. VIRGIN ISLANDS,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00520000 - U.S. VIRGIN ISLANDS,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00520000 - U.S. VIRGIN ISLANDS,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00520000 - U.S. VIRGIN ISLANDS,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00530000 - WASHINGTON,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,52700,0,0
00530000 - WASHINGTON,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,52700,0,0
00530000 - WASHINGTON,018 - EMPLOYER WORKFORCE DEVLMT TX,1,19990101,19991231,24300,0,0
00530000 - WASHINGTON,039 - EMPLOYMENT ADMINISTRATION FUND,1,20200101,0,52700,0.01,0
00530000 - WASHINGTON,039 - EMPLOYMENT ADMINISTRATION FUND,2,20200101,0,52700,0.01,0
00530000 - WASHINGTON,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00530000 - WASHINGTON,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00530000 - WASHINGTON,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00530000 - WASHINGTON,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00530000 - WASHINGTON,087 - EMPLOYEE FAMILY LEAVE INSURANCE TAX,1,20200101,0,137700,0,0
00530000 - WASHINGTON,088 - EMPLOYEE FAMILY LEAVE INS-VOL TAX,1,20200101,0,137700,0,0
00530000 - WASHINGTON,098 - EMPLOYER FAMILY LEAVE INSURANCE TAX,1,20200101,0,137700,0,0
00530000 - WASHINGTON,099 - EMPLOYEE MEDICAL LEAVE INSUR TAX,1,20200101,0,137700,0,0
00530000 - WASHINGTON,100 - EMPLOYER MEDICAL LEAVE INSUR TAX,1,20200101,0,137700,0,0
00530000 - WASHINGTON,100 - EMPLOYER MEDICAL LEAVE INSUR TAX,2,20200101,0,137700,0,0
00530000 - WASHINGTON,100 - EMPLOYER MEDICAL LEAVE INSUR TAX,3,20200101,0,137700,0,0
00530000 - WASHINGTON,100 - EMPLOYER MEDICAL LEAVE INSUR TAX,4,20200101,0,137700,0,0
00530000 - WASHINGTON,101 - EMPLOYER FAMILY LEAVE INS-VOL TAX,1,20200101,0,137700,0,0
00530000 - WASHINGTON,102 - EMPLOYEE MEDICAL LEAVE INS-VOL TAX,1,20200101,0,137700,0,0
00530000 - WASHINGTON,103 - EMPLOYER MEDICAL LEAVE INS-VOL TAX,1,20200101,0,137700,0,0
00530000 - WASHINGTON,888 - EE TAX-CALC DEPENDENCY-DO NOT USE,1,20190101,20181231,132900,0,0
00530000 - WASHINGTON,999 - TAX CALC SPECIAL USE LIMITS,1,20190101,20181231,132900,0,0
00540000 - WEST VIRGINIA,010 - EMPLOYER UNEMPLOYMENT TAX,1,20130101,0,12000,0.03,0
00540000 - WEST VIRGINIA,010 - EMPLOYER UNEMPLOYMENT TAX,2,20130101,0,12000,0.03,0
00540000 - WEST VIRGINIA,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00540000 - WEST VIRGINIA,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00540000 - WEST VIRGINIA,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00540000 - WEST VIRGINIA,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00540001 - HUNTINGTON,051 - EMPLOYEE OCCUPATION TAX,1,20110701,20110630,125000,0.01,0
00540002 - HUNTINGTON,051 - EMPLOYEE OCCUPATION TAX,1,20110701,20110630,125000,0.01,0
00550000 - WISCONSIN,010 - EMPLOYER UNEMPLOYMENT TAX,1,20130101,0,14000,0,0
00550000 - WISCONSIN,010 - EMPLOYER UNEMPLOYMENT TAX,2,20130101,0,14000,0,0
00550000 - WISCONSIN,011 - EMPLOYER DEBT REPAYMENT TAX,1,20140101,20131231,7000,0,0
00550000 - WISCONSIN,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00550000 - WISCONSIN,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00550000 - WISCONSIN,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00550000 - WISCONSIN,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00560000 - WYOMING,010 - EMPLOYER UNEMPLOYMENT TAX,1,20200101,0,26400,0,0
00560000 - WYOMING,010 - EMPLOYER UNEMPLOYMENT TAX,2,20200101,0,26400,0,0
00560000 - WYOMING,030 - EMPLOYER WORKER COMPENSATION TAX,1,20200101,0,9999999.99,0.01,0
00560000 - WYOMING,030 - EMPLOYER WORKER COMPENSATION TAX,2,20190101,0,46670.04,0.01,0
00560000 - WYOMING,061 - EMPLOYEE RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00560000 - WYOMING,062 - EMPLOYEE RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
00560000 - WYOMING,063 - EMPLOYER RETIREMENT PLAN-S.S,1,20130101,0,0,0.01,0
00560000 - WYOMING,064 - EMPLOYER RETIREMENT PLAN-MED.,1,20130101,0,0,0.01,0
